Employee_ID,Age,Gender,Department,Job_Role,Experience,Education,Salary,Performance_Score,Job_Satisfaction,Overtime,Work_Hours,Remote_Work,Training_Hours,Projects,Promotion_Last_5Yrs,Joining_Date,Attrition,City,Employment_Type,Manager_Rating,Sick_Leaves
790,50,Female,HR,HR Executive,13,Master,192917,4,5,Yes,51,Yes,70,11,No,2025-06-03,No,Peshawar,Full-Time,10,3
791,40,Female,Sales,Sales Executive,12,Master,208024,2,6,Yes,47,No,33,14,No,2019-03-21,No,Karachi,Contract,8,6
792,46,Female,HR,Recruiter,8,Master,145186,1,10,No,52,No,34,6,No,2024-10-13,No,Karachi,Full-Time,4,0
793,32,Male,HR,Recruiter,11,Bachelor,236975,3,10,No,55,No,40,12,No,2024-07-22,No,Faisalabad,Contract,5,9
794,59,Female,Marketing,SEO Executive,28,Bachelor,214261,5,4,Yes,51,Yes,80,13,Yes,2015-09-27,Yes,Faisalabad,Contract,6,1
795,56,Male,Sales,Sales Manager,8,Master,141897,4,5,Yes,49,No,79,10,No,2023-06-12,No,Faisalabad,Full-Time,4,9
796,35,Female,IT,Data Analyst,7,Bachelor,134299,1,6,Yes,41,Yes,72,6,No,2017-10-26,No,Faisalabad,Contract,5,10
797,27,Male,Marketing,Marketing Specialist,4,Master,79014,5,7,Yes,35,Yes,61,5,Yes,2025-08-10,No,Faisalabad,Full-Time,4,14
798,31,Female,Finance,Financial Analyst,6,PhD,124488,3,4,Yes,51,No,6,6,No,2019-03-18,Yes,Lahore,Full-Time,9,10
799,29,Male,Sales,Sales Executive,3,PhD,78146,5,4,Yes,44,No,49,4,No,2023-11-26,Yes,Karachi,Full-Time,7,3
800,55,Female,Marketing,Marketing Specialist,34,Bachelor,155598,3,9,No,39,Yes,64,12,No,2015-11-02,No,Faisalabad,Full-Time,4,6
801,55,Female,IT,Data Analyst,13,Master,207654,2,7,No,46,Yes,31,9,No,2016-01-27,No,Rawalpindi,Full-Time,9,11
802,22,Female,Marketing,Marketing Specialist,1,Master,60737,4,4,Yes,42,No,54,2,No,2020-05-25,No,Karachi,Contract,9,12
803,44,Male,HR,Recruiter,3,Master,82874,2,6,Yes,51,No,67,3,No,2026-07-30,No,Islamabad,Full-Time,10,5
804,56,Female,IT,Software Engineer,24,Master,182685,2,9,No,37,No,37,12,No,2018-12-09,No,Karachi,Contract,8,2
805,28,Female,IT,Software Engineer,5,PhD,87544,4,4,Yes,43,No,20,5,Yes,2013-10-28,Yes,Lahore,Contract,10,1
806,22,Female,Sales,Sales Executive,0,Master,53835,5,6,No,38,No,39,1,Yes,2019-09-03,No,Rawalpindi,Full-Time,10,14
807,35,Male,Marketing,SEO Executive,9,Master,127419,4,7,Yes,54,Yes,27,9,No,2016-10-08,No,Faisalabad,Full-Time,6,8
808,44,Male,Finance,Financial Analyst,22,Bachelor,167797,1,3,Yes,43,Yes,59,15,No,2019-11-15,Yes,Islamabad,Contract,7,3
809,34,Female,Finance,Accountant,3,PhD,86621,2,7,No,50,No,70,6,No,2019-09-30,No,Faisalabad,Full-Time,8,7
810,40,Female,HR,Recruiter,14,Bachelor,180480,5,3,Yes,54,No,29,8,Yes,2018-06-04,No,Islamabad,Full-Time,4,13
811,30,Female,HR,Recruiter,4,Bachelor,72222,2,4,Yes,54,No,62,4,No,2016-06-03,Yes,Karachi,Contract,4,14
812,26,Male,Finance,Financial Analyst,0,PhD,62592,3,4,Yes,53,Yes,39,3,No,2014-06-04,No,Peshawar,Contract,4,11
813,52,Female,IT,Software Engineer,6,PhD,149194,5,10,No,35,Yes,54,8,No,2022-01-21,No,Lahore,Full-Time,7,8
814,33,Female,HR,HR Executive,1,Master,46079,1,3,Yes,55,Yes,58,2,No,2020-03-03,No,Islamabad,Full-Time,6,3
815,24,Male,Marketing,Marketing Specialist,2,Master,43251,4,9,No,36,Yes,24,3,Yes,2015-02-05,No,Faisalabad,Contract,5,12
816,24,Male,IT,Software Engineer,2,Bachelor,63640,1,3,Yes,46,No,74,1,No,2023-03-25,Yes,Rawalpindi,Contract,8,0
817,60,Female,Sales,Sales Manager,1,Bachelor,47975,3,7,Yes,53,Yes,64,1,No,2012-04-01,No,Karachi,Contract,10,6
818,34,Male,Sales,Sales Executive,10,Master,106129,2,6,Yes,47,No,14,6,No,2022-10-07,No,Lahore,Full-Time,8,12
819,29,Male,HR,HR Executive,4,Master,94362,1,6,Yes,38,Yes,65,6,No,2022-03-04,No,Peshawar,Contract,7,0
820,37,Female,Finance,Financial Analyst,1,Bachelor,49605,2,5,Yes,39,No,6,1,No,2023-10-07,No,Lahore,Contract,6,4
821,59,Female,HR,HR Executive,5,Bachelor,89114,3,7,No,49,Yes,53,5,No,2017-05-21,No,Peshawar,Full-Time,9,0
822,44,Female,HR,Recruiter,3,Bachelor,83401,4,8,Yes,44,Yes,39,3,No,2021-07-20,No,Lahore,Contract,8,11
823,29,Female,Marketing,SEO Executive,0,Bachelor,58840,1,8,Yes,52,Yes,60,3,No,2023-11-27,No,Karachi,Full-Time,6,12
824,38,Female,Finance,Financial Analyst,17,Master,166633,4,5,Yes,36,No,44,11,Yes,2026-04-22,No,Faisalabad,Contract,7,14
825,50,Male,Marketing,Marketing Specialist,18,Bachelor,214316,5,3,Yes,53,Yes,60,12,Yes,2019-01-09,Yes,Faisalabad,Full-Time,10,9
826,47,Male,Marketing,Marketing Specialist,26,Bachelor,186516,5,6,No,43,Yes,69,12,Yes,2012-02-24,No,Islamabad,Full-Time,7,5
827,42,Female,Marketing,SEO Executive,13,Bachelor,172042,2,3,Yes,50,Yes,50,9,No,2019-02-17,Yes,Lahore,Full-Time,5,10
828,25,Male,HR,HR Executive,0,PhD,48148,4,3,Yes,42,Yes,5,2,No,2020-06-12,Yes,Faisalabad,Contract,7,2
829,23,Male,Sales,Sales Executive,1,PhD,66882,2,8,Yes,50,No,79,1,No,2024-08-22,No,Peshawar,Full-Time,9,14
830,46,Male,Marketing,Marketing Specialist,17,PhD,221214,5,6,No,50,No,36,9,Yes,2024-09-15,No,Islamabad,Contract,7,1
831,36,Male,Marketing,SEO Executive,13,Bachelor,208414,1,8,No,37,Yes,76,9,No,2018-03-14,No,Karachi,Full-Time,8,11
832,58,Female,Finance,Accountant,9,Bachelor,143563,1,9,No,41,Yes,40,6,No,2019-06-26,No,Lahore,Contract,6,13
833,42,Female,IT,Data Analyst,18,PhD,187143,4,7,Yes,49,Yes,17,12,Yes,2018-06-13,No,Faisalabad,Contract,7,1
834,30,Male,Finance,Accountant,8,Bachelor,133642,5,3,Yes,44,Yes,55,9,No,2022-06-07,No,Lahore,Full-Time,10,4
835,38,Female,IT,Data Analyst,4,Master,90878,4,3,Yes,40,No,63,4,No,2017-09-29,Yes,Lahore,Contract,6,0
836,57,Male,HR,HR Executive,35,PhD,221952,4,5,Yes,55,No,49,9,No,2021-06-01,No,Islamabad,Full-Time,4,0
837,25,Female,IT,Software Engineer,4,Bachelor,78667,4,7,Yes,36,Yes,76,6,Yes,2013-11-28,No,Lahore,Full-Time,4,7
838,23,Male,Sales,Sales Executive,2,PhD,69624,5,7,No,55,Yes,49,1,Yes,2018-08-21,No,Lahore,Full-Time,9,2
839,22,Female,Finance,Financial Analyst,1,Master,66702,3,6,Yes,47,No,27,3,No,2026-02-18,No,Islamabad,Full-Time,6,4
840,41,Female,Sales,Sales Executive,0,Bachelor,50908,1,5,Yes,50,No,67,1,No,2016-09-02,No,Faisalabad,Full-Time,6,4
841,57,Female,HR,Recruiter,5,Master,75347,1,6,No,39,Yes,55,5,No,2021-12-26,No,Rawalpindi,Full-Time,9,14
842,48,Female,Marketing,SEO Executive,11,PhD,167042,1,10,No,49,No,70,12,No,2021-05-05,No,Rawalpindi,Full-Time,8,8
843,51,Male,Finance,Financial Analyst,21,Bachelor,233769,3,10,No,36,Yes,70,11,No,2024-05-15,No,Faisalabad,Full-Time,4,9
844,41,Male,Marketing,SEO Executive,4,Bachelor,96597,3,6,No,44,No,75,4,No,2024-05-18,No,Islamabad,Contract,4,4
845,43,Female,HR,HR Executive,8,PhD,110723,3,8,Yes,40,No,40,8,No,2024-06-26,No,Peshawar,Contract,8,9
846,28,Female,IT,Software Engineer,3,PhD,87406,4,8,No,35,Yes,44,4,No,2017-04-18,No,Faisalabad,Full-Time,5,7
847,26,Female,Marketing,Marketing Specialist,4,Master,83276,3,7,No,35,Yes,17,6,No,2016-05-05,No,Faisalabad,Full-Time,10,1
848,45,Female,IT,Software Engineer,6,PhD,105391,2,7,Yes,35,No,11,7,No,2022-05-17,No,Peshawar,Contract,10,9
849,22,Male,Marketing,SEO Executive,1,Bachelor,41732,2,3,Yes,36,Yes,62,1,No,2022-12-26,Yes,Karachi,Contract,5,1
850,22,Male,Finance,Accountant,1,Master,43504,4,9,No,38,No,10,3,Yes,2024-09-05,No,Karachi,Full-Time,9,3
851,54,Female,Finance,Accountant,6,PhD,141689,5,6,Yes,46,Yes,14,9,No,2012-02-18,No,Peshawar,Contract,6,6
852,55,Male,HR,Recruiter,7,Bachelor,136576,4,7,No,35,Yes,64,10,No,2012-08-14,No,Rawalpindi,Full-Time,8,1
853,28,Female,IT,Data Analyst,0,PhD,65532,4,5,Yes,39,Yes,80,3,No,2021-01-23,No,Peshawar,Full-Time,10,12
854,56,Male,Sales,Sales Executive,31,Master,208642,5,8,Yes,38,Yes,41,14,No,2025-05-29,No,Lahore,Full-Time,10,0
855,54,Male,Finance,Financial Analyst,0,Bachelor,61926,2,3,Yes,39,No,28,2,No,2026-07-22,Yes,Peshawar,Contract,10,5
856,46,Female,Marketing,Marketing Specialist,17,Master,202220,1,7,No,49,Yes,60,15,No,2022-10-18,No,Rawalpindi,Contract,7,3
857,31,Male,Marketing,SEO Executive,5,Bachelor,97483,3,6,No,39,Yes,5,6,No,2018-02-07,No,Peshawar,Full-Time,10,15
858,45,Male,HR,HR Executive,20,PhD,186971,1,7,Yes,52,Yes,41,11,No,2013-01-26,No,Islamabad,Full-Time,8,9
859,23,Male,IT,Software Engineer,1,Bachelor,59683,1,3,Yes,42,Yes,17,1,No,2021-02-06,Yes,Peshawar,Contract,6,11
860,57,Female,Sales,Sales Manager,18,Master,180289,2,3,Yes,52,Yes,5,13,No,2024-09-06,Yes,Peshawar,Full-Time,6,10
861,48,Female,Finance,Financial Analyst,24,Bachelor,166027,4,10,No,52,No,19,13,Yes,2018-04-01,No,Rawalpindi,Contract,5,4
862,43,Male,Sales,Sales Manager,4,Bachelor,95070,5,6,No,45,No,24,6,No,2022-01-02,No,Faisalabad,Contract,4,12
863,46,Male,HR,HR Executive,4,Master,94850,3,6,No,49,Yes,9,5,No,2025-02-22,No,Islamabad,Contract,7,11
864,23,Female,Sales,Sales Executive,0,Bachelor,44014,4,7,No,43,Yes,66,2,Yes,2012-04-13,No,Faisalabad,Contract,10,1
865,41,Male,Sales,Sales Manager,16,Bachelor,188863,3,7,No,45,Yes,54,9,No,2023-07-16,No,Lahore,Contract,8,1
866,43,Female,Marketing,Marketing Specialist,12,PhD,169333,2,9,No,51,Yes,62,15,No,2015-12-30,No,Faisalabad,Contract,8,13
867,22,Female,Finance,Accountant,1,PhD,55670,2,8,No,41,No,58,1,No,2017-03-20,No,Lahore,Full-Time,6,4
868,35,Female,Marketing,Marketing Specialist,11,PhD,203272,3,8,No,51,Yes,27,8,No,2013-10-11,No,Rawalpindi,Full-Time,8,1
869,38,Male,Finance,Accountant,11,Bachelor,212162,5,6,No,37,No,59,11,No,2019-07-25,No,Peshawar,Full-Time,7,8
870,48,Female,HR,Recruiter,1,PhD,56377,3,4,Yes,43,No,14,3,No,2020-01-31,No,Rawalpindi,Contract,6,0
871,33,Female,Finance,Accountant,3,Master,84923,2,3,Yes,40,Yes,66,4,No,2023-06-26,Yes,Peshawar,Full-Time,4,3
872,53,Female,Sales,Sales Manager,7,Master,110772,3,10,No,54,Yes,41,6,No,2014-02-22,No,Karachi,Contract,5,8
873,24,Female,Sales,Sales Executive,1,Bachelor,46793,2,3,Yes,35,No,77,3,No,2012-10-11,Yes,Rawalpindi,Full-Time,5,0
874,39,Female,HR,Recruiter,2,Bachelor,68454,4,6,Yes,35,Yes,56,1,Yes,2024-08-28,No,Rawalpindi,Full-Time,7,6
875,24,Female,Finance,Accountant,1,Bachelor,67365,2,7,No,43,Yes,19,2,No,2020-11-21,No,Lahore,Contract,6,14
876,50,Female,Marketing,SEO Executive,7,PhD,136885,4,10,No,45,Yes,25,6,No,2015-03-17,No,Karachi,Full-Time,10,11
877,60,Male,IT,DevOps Engineer,38,Bachelor,241844,4,6,Yes,52,Yes,78,10,Yes,2025-04-15,No,Lahore,Contract,5,3
878,41,Female,Finance,Accountant,1,Bachelor,54829,3,8,No,40,Yes,75,2,No,2013-09-28,No,Rawalpindi,Contract,10,9
879,38,Female,HR,Recruiter,0,Master,56569,4,6,No,35,No,51,3,Yes,2018-07-06,No,Peshawar,Full-Time,6,13
880,22,Male,IT,DevOps Engineer,0,PhD,46100,3,7,Yes,44,Yes,40,1,No,2015-05-28,No,Karachi,Full-Time,10,8
881,59,Male,Marketing,Marketing Specialist,11,Bachelor,182409,2,4,Yes,40,No,13,11,No,2015-06-04,Yes,Islamabad,Full-Time,4,1
882,25,Male,Finance,Financial Analyst,4,PhD,79295,1,7,No,47,Yes,29,5,No,2011-09-26,No,Lahore,Contract,5,7
883,37,Female,HR,Recruiter,5,PhD,70237,3,5,Yes,52,Yes,21,3,No,2023-08-31,No,Rawalpindi,Full-Time,8,8
884,59,Male,IT,Software Engineer,28,Master,191032,1,3,Yes,39,No,56,10,No,2025-02-10,Yes,Faisalabad,Contract,4,6
885,59,Female,Sales,Sales Manager,17,Bachelor,200322,5,7,Yes,43,Yes,62,10,Yes,2021-10-04,No,Karachi,Full-Time,10,10
886,33,Female,Marketing,Marketing Specialist,7,Bachelor,106545,3,5,Yes,47,No,40,9,No,2013-12-18,No,Peshawar,Full-Time,5,15
887,38,Female,HR,Recruiter,3,Bachelor,99175,1,8,Yes,42,Yes,78,6,No,2018-03-22,No,Peshawar,Full-Time,7,5
888,42,Male,Marketing,SEO Executive,8,Bachelor,146212,1,6,No,42,No,6,6,No,2016-10-11,No,Lahore,Full-Time,6,10
889,30,Male,Finance,Accountant,9,PhD,115582,5,9,No,49,No,22,6,Yes,2020-05-29,No,Karachi,Contract,10,8
890,30,Male,Finance,Financial Analyst,1,PhD,63206,3,7,Yes,52,Yes,5,2,No,2021-03-06,No,Faisalabad,Full-Time,9,9
891,24,Female,Sales,Sales Manager,3,PhD,76847,2,10,No,53,No,17,4,No,2017-12-16,No,Rawalpindi,Full-Time,8,11
892,43,Female,IT,Software Engineer,22,PhD,206792,1,8,No,45,Yes,74,12,No,2015-05-07,No,Peshawar,Contract,8,5
893,30,Female,Sales,Sales Manager,2,Bachelor,53038,2,8,Yes,53,No,44,2,No,2024-04-10,No,Peshawar,Contract,9,6
894,27,Female,Finance,Financial Analyst,1,PhD,46015,1,5,Yes,38,No,56,2,No,2014-08-01,No,Lahore,Full-Time,10,5
895,57,Female,Sales,Sales Executive,12,PhD,234688,1,5,Yes,40,Yes,40,8,No,2017-05-13,No,Islamabad,Full-Time,10,2
896,60,Male,Marketing,Marketing Specialist,0,PhD,52924,4,8,No,39,No,5,1,Yes,2018-11-04,No,Peshawar,Contract,4,8
897,49,Male,Marketing,SEO Executive,5,Bachelor,91201,1,4,Yes,42,Yes,15,3,No,2015-02-25,Yes,Rawalpindi,Contract,9,7
898,30,Male,HR,HR Executive,4,Master,89394,4,6,Yes,35,No,7,4,No,2020-03-04,No,Karachi,Full-Time,10,4
899,47,Female,IT,Data Analyst,12,Bachelor,157194,4,6,No,39,No,32,15,Yes,2020-03-20,No,Peshawar,Contract,10,11
900,36,Female,Marketing,SEO Executive,5,Bachelor,72953,4,6,Yes,39,Yes,31,6,Yes,2026-06-26,No,Islamabad,Contract,9,6
901,38,Female,IT,DevOps Engineer,2,Master,46555,1,9,No,46,No,19,3,No,2016-01-09,No,Islamabad,Full-Time,7,6
902,52,Female,HR,Recruiter,23,Master,205311,3,3,Yes,44,Yes,40,11,No,2026-04-07,Yes,Rawalpindi,Full-Time,8,13
903,28,Female,Finance,Financial Analyst,0,Bachelor,45650,2,8,No,40,Yes,61,2,No,2021-06-20,No,Rawalpindi,Full-Time,4,9
904,53,Male,Finance,Accountant,14,Master,193940,5,7,No,47,No,77,11,No,2015-09-17,No,Islamabad,Contract,10,0
905,36,Female,Finance,Financial Analyst,4,Master,79203,2,6,No,51,No,13,6,No,2020-01-31,No,Faisalabad,Full-Time,5,0
906,36,Female,Marketing,SEO Executive,10,Master,111428,4,3,Yes,43,No,80,6,Yes,2021-11-18,Yes,Peshawar,Contract,9,0
907,38,Female,Marketing,Marketing Specialist,1,Master,64151,3,6,No,49,No,32,1,No,2022-10-07,No,Rawalpindi,Contract,5,14
908,27,Female,Sales,Sales Manager,6,PhD,116803,4,5,Yes,47,No,75,9,No,2012-04-30,No,Islamabad,Contract,5,2
909,45,Male,IT,DevOps Engineer,1,Bachelor,62799,5,8,Yes,38,No,47,1,No,2020-09-09,No,Rawalpindi,Contract,10,1
910,23,Female,Marketing,SEO Executive,0,Master,41090,1,7,No,42,No,59,2,No,2019-01-17,No,Rawalpindi,Contract,5,7
911,52,Female,IT,Data Analyst,13,Bachelor,241860,5,7,Yes,40,No,57,9,No,2025-02-26,No,Rawalpindi,Contract,5,15
912,23,Female,IT,DevOps Engineer,2,PhD,50783,5,7,Yes,45,No,65,1,No,2015-11-21,No,Faisalabad,Contract,10,6
913,32,Female,HR,Recruiter,6,Bachelor,141791,1,9,No,55,Yes,22,8,No,2023-07-30,No,Peshawar,Contract,10,3
914,57,Female,IT,Data Analyst,4,PhD,70974,4,7,Yes,40,Yes,56,6,Yes,2020-09-13,No,Rawalpindi,Contract,5,5
915,59,Male,Sales,Sales Executive,32,PhD,214295,5,6,No,48,Yes,34,9,No,2016-11-17,No,Karachi,Full-Time,5,14
916,49,Female,IT,DevOps Engineer,19,Master,226980,2,5,Yes,41,Yes,35,12,No,2021-02-22,No,Lahore,Contract,4,10
917,29,Female,Marketing,Marketing Specialist,5,PhD,84733,4,4,Yes,40,No,73,3,Yes,2020-11-27,Yes,Faisalabad,Contract,8,14
918,39,Male,Finance,Accountant,17,PhD,236335,1,6,Yes,39,No,73,11,No,2021-10-05,No,Peshawar,Contract,9,3
919,46,Female,Sales,Sales Executive,20,Master,238840,3,7,Yes,51,Yes,53,9,No,2022-05-29,No,Peshawar,Full-Time,9,8
920,43,Male,HR,HR Executive,6,Master,131192,5,7,No,48,Yes,62,6,Yes,2021-06-25,No,Karachi,Full-Time,5,1
921,55,Male,Marketing,Marketing Specialist,29,Bachelor,219296,5,3,Yes,52,No,43,10,Yes,2024-03-03,Yes,Rawalpindi,Full-Time,7,10
922,58,Male,HR,Recruiter,29,PhD,159864,5,6,Yes,48,No,19,14,No,2021-01-07,No,Islamabad,Full-Time,4,5
923,22,Male,Sales,Sales Executive,0,Bachelor,54951,2,8,No,41,No,39,1,No,2025-02-22,No,Lahore,Full-Time,7,6
924,33,Female,Marketing,SEO Executive,5,PhD,99490,1,8,No,35,Yes,43,3,No,2021-04-16,No,Peshawar,Contract,5,5
925,60,Male,HR,Recruiter,37,Bachelor,210100,2,7,No,40,No,56,13,No,2016-03-24,No,Lahore,Full-Time,4,1
926,50,Male,Marketing,SEO Executive,4,Master,80428,3,10,No,46,Yes,59,4,No,2018-03-17,No,Lahore,Contract,4,8
927,56,Female,IT,DevOps Engineer,23,Master,181859,3,6,Yes,51,Yes,50,14,No,2020-04-15,No,Peshawar,Full-Time,10,14
928,39,Female,HR,Recruiter,13,Bachelor,180254,1,7,No,47,No,41,14,No,2022-07-31,No,Lahore,Full-Time,7,2
929,58,Female,Finance,Financial Analyst,11,Bachelor,183629,5,3,Yes,47,Yes,57,10,No,2012-12-11,Yes,Peshawar,Full-Time,8,4
930,51,Female,Sales,Sales Executive,5,Bachelor,89997,5,6,Yes,54,Yes,46,4,No,2016-01-08,No,Islamabad,Contract,9,15
931,33,Female,Sales,Sales Manager,12,Master,165914,3,5,Yes,40,No,36,11,No,2022-10-22,No,Karachi,Contract,8,3
932,60,Male,HR,HR Executive,9,Bachelor,101922,1,7,Yes,44,No,56,6,No,2014-03-25,No,Rawalpindi,Full-Time,6,4
933,36,Male,IT,Data Analyst,9,PhD,114268,1,7,No,41,No,24,8,No,2013-07-30,No,Faisalabad,Full-Time,4,15
934,56,Female,IT,DevOps Engineer,20,PhD,170941,3,4,Yes,45,Yes,71,10,No,2019-09-08,Yes,Rawalpindi,Contract,4,5
935,58,Female,HR,HR Executive,27,Master,231577,5,7,Yes,47,Yes,52,12,Yes,2026-03-02,No,Faisalabad,Full-Time,8,12
936,52,Female,IT,Software Engineer,15,PhD,230699,4,8,No,51,No,66,14,Yes,2019-07-23,No,Karachi,Contract,4,4
937,41,Female,Finance,Accountant,8,Bachelor,120839,1,6,No,41,No,56,7,No,2025-04-18,No,Peshawar,Full-Time,9,3
938,53,Female,IT,Data Analyst,12,PhD,215054,1,8,Yes,48,Yes,10,13,No,2024-01-20,No,Lahore,Full-Time,5,4
939,59,Male,Finance,Accountant,33,Master,210243,2,8,No,40,No,40,8,No,2015-06-13,No,Lahore,Full-Time,6,14
940,39,Female,Marketing,Marketing Specialist,13,Bachelor,166865,3,10,No,35,No,46,11,No,2023-12-19,No,Rawalpindi,Contract,4,2
941,24,Female,IT,Data Analyst,0,Master,61542,5,4,Yes,46,No,50,1,No,2018-10-28,Yes,Peshawar,Full-Time,8,12
942,57,Female,Marketing,Marketing Specialist,32,Bachelor,221382,1,7,No,49,No,55,9,No,2023-09-10,No,Islamabad,Contract,6,11
943,47,Male,Marketing,Marketing Specialist,20,Master,156629,1,3,Yes,42,No,45,12,No,2022-10-17,No,Rawalpindi,Full-Time,8,9
944,37,Male,Finance,Accountant,5,Bachelor,92314,5,7,Yes,47,Yes,35,4,No,2016-09-03,No,Faisalabad,Full-Time,7,11
945,50,Male,Finance,Accountant,4,Master,89925,1,8,No,44,Yes,31,5,No,2013-04-28,No,Islamabad,Full-Time,7,7
946,34,Male,Sales,Sales Executive,3,PhD,78639,5,6,No,36,No,10,3,Yes,2026-01-14,No,Rawalpindi,Contract,8,15
947,29,Male,IT,DevOps Engineer,8,PhD,114572,1,8,No,39,No,17,6,No,2013-09-15,No,Peshawar,Contract,5,3
948,57,Female,Marketing,SEO Executive,35,Bachelor,202342,2,6,Yes,38,No,9,11,No,2026-02-03,No,Islamabad,Full-Time,9,9
949,23,Female,HR,HR Executive,0,PhD,55599,3,7,No,43,No,12,2,No,2024-06-30,No,Rawalpindi,Full-Time,6,4
950,26,Female,IT,Data Analyst,3,PhD,93894,5,9,No,48,No,57,4,Yes,2022-06-16,No,Karachi,Contract,6,4
951,58,Female,HR,Recruiter,0,Master,44517,4,9,No,52,Yes,21,3,No,2026-04-18,No,Lahore,Full-Time,4,11
952,46,Female,IT,Software Engineer,1,Master,47749,4,7,No,42,Yes,52,1,Yes,2026-02-07,No,Karachi,Contract,7,1
953,22,Male,Sales,Sales Manager,0,Bachelor,59410,2,3,Yes,42,Yes,51,1,No,2023-08-31,No,Faisalabad,Full-Time,4,4
954,32,Male,Finance,Financial Analyst,7,Master,145620,3,7,Yes,38,No,10,10,No,2017-01-30,No,Faisalabad,Contract,5,1
955,24,Male,Marketing,SEO Executive,3,Master,91678,3,8,Yes,43,Yes,45,5,No,2023-06-16,No,Rawalpindi,Contract,10,9
956,40,Female,Marketing,SEO Executive,7,PhD,136532,5,8,No,52,No,49,6,No,2011-10-21,No,Karachi,Full-Time,4,6
957,47,Male,Finance,Financial Analyst,5,PhD,74895,4,3,Yes,50,No,57,3,Yes,2019-08-23,Yes,Peshawar,Contract,8,12
958,30,Female,IT,Data Analyst,8,Master,100687,4,4,Yes,55,No,56,8,Yes,2018-06-01,Yes,Karachi,Contract,10,0
959,54,Female,IT,Data Analyst,1,Bachelor,62311,1,5,Yes,42,No,68,1,No,2021-09-08,No,Islamabad,Full-Time,7,3
960,44,Female,Sales,Sales Executive,18,Bachelor,173493,3,7,Yes,41,No,44,12,No,2021-09-05,No,Islamabad,Full-Time,4,14
961,46,Female,Finance,Accountant,23,PhD,162723,4,10,No,36,No,20,13,No,2020-05-12,No,Islamabad,Full-Time,8,2
962,47,Male,Sales,Sales Manager,13,Master,222578,2,9,No,54,No,76,11,No,2023-12-07,No,Rawalpindi,Full-Time,6,14
963,45,Female,Marketing,Marketing Specialist,1,Bachelor,67773,1,4,Yes,43,Yes,17,2,No,2025-09-12,Yes,Lahore,Contract,8,5
964,49,Female,Marketing,SEO Executive,7,Bachelor,145233,4,3,Yes,39,No,42,10,Yes,2013-03-21,No,Lahore,Full-Time,5,8
965,37,Male,HR,Recruiter,12,Master,183854,4,8,Yes,42,Yes,73,10,Yes,2015-02-07,No,Rawalpindi,Full-Time,7,10
966,37,Male,IT,Software Engineer,0,PhD,62568,1,5,Yes,54,Yes,27,1,No,2011-12-21,No,Karachi,Contract,7,8
967,41,Female,HR,HR Executive,2,PhD,69145,1,8,No,50,No,15,3,No,2024-11-09,No,Faisalabad,Full-Time,10,10
968,46,Male,Finance,Accountant,14,Master,176442,1,7,No,35,No,36,11,No,2020-01-06,No,Rawalpindi,Full-Time,4,6
969,31,Male,HR,Recruiter,7,Master,114309,1,8,Yes,51,No,56,7,No,2025-04-28,No,Rawalpindi,Contract,7,9
970,50,Male,Sales,Sales Executive,6,PhD,115600,1,7,No,54,Yes,69,9,No,2014-11-30,No,Islamabad,Full-Time,6,9
971,24,Female,Finance,Accountant,2,PhD,69419,3,9,No,55,No,51,2,No,2012-07-17,No,Karachi,Full-Time,4,5
972,30,Female,Sales,Sales Manager,9,Bachelor,100903,2,6,Yes,47,No,56,6,No,2023-12-14,No,Rawalpindi,Full-Time,9,8
973,58,Female,IT,Data Analyst,17,Master,234631,1,10,No,41,No,14,11,No,2025-03-27,No,Faisalabad,Contract,8,8
974,24,Female,Marketing,SEO Executive,2,Bachelor,44683,4,6,Yes,41,Yes,33,2,Yes,2016-02-16,No,Islamabad,Full-Time,6,8
975,32,Male,HR,HR Executive,10,Bachelor,136856,2,6,Yes,35,Yes,28,8,No,2017-09-20,No,Islamabad,Contract,6,14
976,34,Female,HR,HR Executive,7,Master,122348,4,7,No,51,Yes,70,9,Yes,2013-09-09,No,Lahore,Full-Time,9,4
977,25,Female,Sales,Sales Manager,4,Master,87110,4,6,Yes,37,No,78,3,No,2025-10-15,No,Karachi,Contract,9,11
978,47,Male,Sales,Sales Manager,24,PhD,240006,5,6,No,53,Yes,74,15,No,2016-02-28,No,Islamabad,Contract,6,7
979,47,Male,HR,HR Executive,1,PhD,53670,4,5,Yes,39,Yes,58,1,No,2018-12-26,No,Karachi,Full-Time,7,10
980,39,Female,Sales,Sales Manager,15,PhD,192267,3,6,Yes,46,Yes,37,13,No,2013-01-19,No,Faisalabad,Contract,7,15
981,22,Male,Finance,Accountant,1,PhD,57072,5,9,No,39,Yes,50,2,No,2024-11-26,No,Rawalpindi,Contract,10,2
982,42,Male,Finance,Financial Analyst,4,Bachelor,78520,5,7,No,54,No,5,3,Yes,2013-08-18,No,Islamabad,Contract,8,4
983,56,Female,Marketing,SEO Executive,1,PhD,66888,1,7,No,37,Yes,36,2,No,2018-05-26,No,Lahore,Contract,9,13
984,41,Female,IT,DevOps Engineer,4,Bachelor,71991,1,8,Yes,45,Yes,8,4,No,2021-08-26,No,Faisalabad,Contract,10,8
985,39,Male,IT,Software Engineer,18,Master,229613,5,7,No,53,Yes,39,15,No,2022-09-28,No,Peshawar,Full-Time,7,10
